age,sex,weight_kg,height_cm,bmi,goal,fitness_level,sessions_per_week,session_duration_min,activity_level,has_gym,has_dumbbells,has_barbell,has_pullup_bar,injury_knee,injury_back,injury_shoulder,program_type
41,1,63.2,156,25.97,1,0,3,33,1,0,0,0,0,0,0,0,beg_muscle_home_3x
40,0,96.4,168,34.16,0,0,2,24,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
42,0,89.4,176,28.86,0,1,3,61,4,0,1,0,0,0,0,1,beg_injury_safe_home_3x
25,0,77.8,174,25.7,0,1,4,46,4,1,1,0,0,0,0,0,int_fat_loss_gym_4x
30,1,70.4,159,27.85,0,0,3,24,2,1,1,1,0,0,0,1,beg_injury_safe_home_3x
33,1,45.0,164,16.73,0,0,2,38,3,0,1,0,1,0,0,0,beg_fat_loss_home_3x
20,1,53.4,150,23.73,0,1,4,35,4,0,1,0,1,1,0,0,beg_injury_safe_home_3x
32,0,98.1,181,29.94,0,0,4,41,2,0,0,0,0,1,0,0,beg_injury_safe_home_3x
33,1,61.9,168,21.93,0,1,5,46,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
36,1,45.0,163,16.94,1,2,4,70,3,0,0,0,0,0,1,0,beg_injury_safe_home_3x
19,0,74.7,169,26.15,2,1,4,39,4,1,0,0,0,0,0,0,int_maintain_gym_4x
28,0,73.9,175,24.13,2,0,3,28,1,0,1,0,0,0,0,0,beg_maintain_home_3x
26,0,94.3,175,30.79,0,1,4,50,2,0,0,0,0,0,0,0,int_fat_loss_home_4x
29,1,53.0,158,21.23,1,2,4,67,4,0,0,0,1,1,0,0,beg_injury_safe_home_3x
22,1,45.0,170,15.57,1,1,4,62,4,1,0,1,0,0,0,0,int_muscle_gym_4x
19,1,74.2,163,27.93,0,2,6,79,3,1,0,0,0,0,0,0,adv_fat_loss_gym_5x
36,1,71.7,154,30.23,0,0,4,23,3,0,0,0,0,0,0,0,beg_fat_loss_home_3x
39,1,60.3,162,22.98,0,0,4,38,4,1,0,0,0,0,1,0,beg_injury_safe_home_3x
50,1,59.2,157,24.02,1,0,2,26,2,0,0,0,1,0,0,0,beg_muscle_home_3x
47,1,55.7,172,18.83,1,2,4,44,4,0,1,0,1,0,0,0,int_muscle_home_4x
25,0,52.8,172,17.85,1,0,3,40,1,0,1,0,1,0,0,0,beg_muscle_home_3x
18,1,60.8,175,19.85,1,0,4,47,2,0,1,0,0,0,0,0,beg_muscle_home_3x
20,0,45.0,185,13.15,0,2,5,69,4,0,1,0,1,0,1,0,beg_injury_safe_home_3x
19,1,51.2,160,20.0,2,1,4,55,2,0,0,0,0,0,0,0,int_maintain_gym_4x
44,1,69.4,158,27.8,2,0,4,41,1,0,1,0,1,0,0,0,beg_maintain_home_3x
35,0,98.6,180,30.43,0,0,3,44,3,1,1,1,0,0,0,0,beg_fat_loss_gym_3x
33,0,90.5,167,32.45,0,1,4,42,4,1,0,1,0,0,0,0,int_fat_loss_gym_4x
40,0,78.1,177,24.93,2,0,2,30,3,0,1,0,0,0,0,0,beg_maintain_home_2x
23,0,53.3,182,16.09,1,1,4,54,4,0,0,0,1,0,0,0,int_muscle_home_4x
47,0,89.9,175,29.36,2,1,3,39,1,0,1,0,0,0,0,0,int_maintain_gym_4x
36,0,103.6,174,34.22,0,0,3,34,1,0,0,0,1,0,0,0,beg_fat_loss_home_3x
26,0,63.2,182,19.08,2,1,4,60,3,1,0,1,0,0,0,0,int_maintain_gym_4x
23,0,90.8,178,28.66,0,1,3,51,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
34,0,98.8,176,31.9,0,2,5,70,4,1,1,0,1,0,0,0,adv_fat_loss_gym_5x
50,1,65.9,163,24.8,2,1,3,47,3,1,0,1,0,0,0,0,int_maintain_gym_4x
27,0,93.8,191,25.71,2,2,5,66,4,0,1,0,0,0,0,0,int_maintain_gym_4x
46,0,93.6,188,26.48,0,0,4,32,4,0,0,0,1,0,0,0,beg_fat_loss_home_4x
46,0,93.4,184,27.59,2,0,4,33,1,1,0,1,0,0,0,0,int_maintain_gym_3x
37,0,75.2,180,23.21,0,0,4,48,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
48,0,81.3,185,23.75,0,2,5,67,4,1,0,0,0,0,0,0,adv_fat_loss_gym_5x
37,0,81.3,172,27.48,1,0,3,37,3,0,0,0,0,0,0,0,beg_muscle_home_3x
20,0,64.0,169,22.41,0,0,3,29,3,1,0,1,1,0,0,0,beg_fat_loss_gym_3x
44,1,67.2,168,23.81,1,0,4,41,3,1,0,1,0,0,0,0,beg_muscle_gym_4x
45,0,88.7,191,24.31,1,0,4,42,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
32,1,54.9,164,20.41,0,2,6,94,1,0,1,0,0,0,0,0,adv_fat_loss_gym_5x
50,0,72.5,179,22.63,0,0,3,53,2,0,1,0,1,1,0,0,beg_injury_safe_home_3x
32,0,83.5,176,26.96,0,0,4,37,1,1,1,0,1,0,0,0,beg_fat_loss_gym_4x
21,1,102.1,168,36.17,2,0,2,35,3,0,0,0,0,1,0,0,beg_injury_safe_home_3x
46,1,57.2,167,20.51,0,0,3,36,1,0,1,0,1,0,0,0,beg_fat_loss_home_3x
50,0,91.4,177,29.17,1,0,4,43,4,0,1,0,1,0,0,0,beg_muscle_home_3x
22,0,71.5,187,20.45,1,0,4,25,3,0,1,0,1,0,0,0,beg_muscle_home_3x
53,0,77.4,168,27.42,1,1,4,52,4,1,0,1,0,0,0,0,int_muscle_gym_4x
54,1,71.2,158,28.52,0,0,2,39,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
21,0,69.1,176,22.31,2,1,5,46,2,0,1,0,0,0,0,0,int_maintain_gym_4x
41,0,74.1,181,22.62,2,0,2,27,3,1,1,0,0,0,0,0,int_maintain_gym_3x
41,1,57.8,158,23.15,1,1,4,35,1,1,0,1,1,0,0,0,int_muscle_gym_4x
24,0,96.2,173,32.14,0,1,4,40,3,0,1,0,0,0,0,1,beg_injury_safe_home_3x
21,0,85.4,172,28.87,0,0,4,36,3,0,0,0,1,0,0,0,beg_fat_loss_home_4x
36,0,73.5,180,22.69,0,0,4,34,1,0,1,0,0,0,0,0,beg_fat_loss_home_4x
49,0,69.0,174,22.79,2,0,3,42,3,0,0,0,0,0,0,0,beg_maintain_home_3x
52,1,49.2,160,19.22,1,1,3,44,4,0,1,0,0,0,0,0,int_muscle_home_4x
54,0,88.3,175,28.83,0,2,6,44,5,0,1,0,0,0,0,0,adv_fat_loss_gym_5x
34,0,87.2,187,24.94,0,1,4,44,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
25,0,62.6,168,22.18,1,1,4,54,2,1,0,1,0,0,0,0,int_muscle_gym_4x
40,1,58.8,159,23.26,1,0,3,46,2,1,0,0,0,0,0,0,beg_muscle_gym_3x
48,0,117.3,180,36.2,0,0,4,29,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
37,0,70.4,179,21.97,1,0,4,41,2,0,0,0,1,1,0,0,beg_injury_safe_home_3x
55,0,67.1,186,19.4,2,1,3,46,3,1,0,1,0,0,0,0,int_maintain_gym_4x
35,1,67.2,167,24.1,2,1,4,60,1,1,1,1,0,0,0,0,int_maintain_gym_4x
26,0,103.5,184,30.57,1,1,3,55,4,1,0,1,0,0,0,0,int_muscle_gym_4x
23,1,45.0,162,17.15,1,0,4,26,3,0,0,0,0,0,0,0,beg_muscle_home_3x
25,0,115.4,176,37.25,1,2,6,71,5,1,0,1,0,0,0,1,int_injury_safe_gym_3x
26,0,71.1,184,21.0,1,0,3,27,3,0,1,0,0,0,0,1,beg_injury_safe_home_3x
33,1,58.6,154,24.71,0,1,5,31,2,0,1,0,1,0,0,0,int_fat_loss_home_4x
30,1,63.9,175,20.87,2,1,4,46,3,0,1,0,0,0,0,0,int_maintain_gym_4x
40,1,72.4,173,24.19,0,0,2,41,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
33,1,82.7,152,35.79,0,0,3,27,2,0,0,0,1,0,0,0,beg_fat_loss_home_3x
46,0,81.3,174,26.85,0,1,3,45,4,0,0,0,0,0,0,0,int_fat_loss_home_4x
30,1,67.0,165,24.61,0,0,3,31,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
26,1,45.0,150,20.0,2,0,4,25,2,1,0,1,1,0,0,0,int_maintain_gym_3x
52,1,65.2,167,23.38,2,0,3,27,3,0,1,0,0,0,0,0,beg_maintain_home_3x
55,0,91.6,187,26.19,0,1,3,45,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
36,0,82.7,167,29.65,1,2,4,55,5,1,0,0,0,0,0,0,adv_muscle_gym_5x
24,1,74.7,160,29.18,0,1,5,40,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
50,0,92.8,180,28.64,0,2,5,66,4,0,1,0,0,0,0,0,adv_fat_loss_gym_5x
36,1,62.4,167,22.37,2,0,4,38,3,0,1,0,1,0,0,1,beg_injury_safe_home_3x
49,0,67.4,177,21.51,1,0,4,45,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
18,0,75.6,180,23.33,1,0,2,29,4,0,0,0,1,1,0,0,beg_injury_safe_home_3x
18,1,76.0,156,31.23,1,1,4,30,2,0,1,0,0,1,0,0,beg_injury_safe_home_3x
39,0,97.0,184,28.65,1,0,3,30,3,0,1,0,1,0,0,0,beg_muscle_home_3x
22,0,81.6,185,23.84,0,2,4,53,4,1,0,0,0,0,1,0,int_injury_safe_gym_3x
23,0,68.5,184,20.23,0,0,4,47,3,0,1,0,0,0,0,0,beg_fat_loss_home_4x
35,1,64.8,165,23.8,2,1,5,51,3,0,0,0,1,0,0,0,int_maintain_gym_4x
21,1,60.1,156,24.7,0,1,3,56,2,1,1,1,0,0,0,0,int_fat_loss_gym_4x
26,0,80.4,193,21.58,1,1,4,31,4,0,1,0,0,0,0,0,int_muscle_home_4x
44,0,93.2,161,35.96,2,0,4,31,2,0,0,0,1,0,0,0,beg_maintain_home_3x
22,1,45.0,161,17.36,1,1,3,30,4,0,1,0,1,0,0,0,int_muscle_home_4x
18,0,67.0,180,20.68,1,0,2,39,2,0,0,0,1,0,1,0,beg_injury_safe_home_3x
39,1,67.9,167,24.35,2,0,2,39,1,0,1,0,1,0,0,1,beg_injury_safe_home_3x
45,0,71.5,168,25.33,2,0,4,42,1,1,0,1,1,0,0,0,int_maintain_gym_3x
55,1,69.4,166,25.19,0,1,3,47,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
41,1,63.8,160,24.92,1,0,2,27,1,0,1,0,0,0,0,0,beg_muscle_home_3x
23,1,72.1,169,25.24,2,0,3,35,2,0,0,0,0,0,0,0,beg_maintain_home_3x
45,1,52.1,166,18.91,1,1,4,44,4,1,0,1,0,0,0,0,int_muscle_gym_4x
53,0,76.0,174,25.1,2,0,2,40,3,0,1,0,0,0,0,0,beg_maintain_home_2x
55,0,73.5,186,21.25,0,0,4,36,3,0,0,0,1,0,0,1,beg_injury_safe_home_3x
41,1,66.2,160,25.86,0,2,6,70,4,0,0,0,1,0,0,0,adv_fat_loss_gym_5x
49,0,59.0,168,20.9,0,0,2,43,2,0,0,0,1,0,0,0,beg_fat_loss_home_3x
43,0,62.4,182,18.84,1,0,4,33,1,0,1,0,0,0,0,0,beg_muscle_home_3x
27,1,80.5,160,31.45,0,0,3,45,3,0,0,0,1,0,0,0,beg_fat_loss_home_3x
53,1,70.9,169,24.82,0,2,4,52,5,1,1,0,0,1,0,0,int_injury_safe_gym_3x
31,1,67.0,164,24.91,1,0,4,20,2,0,1,0,0,0,0,0,beg_muscle_home_3x
19,0,102.3,181,31.23,2,1,5,57,2,0,1,0,1,0,0,1,beg_injury_safe_home_3x
33,1,81.9,155,34.09,2,0,3,44,4,1,0,1,0,0,0,0,int_maintain_gym_3x
39,0,87.6,191,24.01,0,1,5,60,4,1,0,1,0,0,0,0,int_fat_loss_gym_5x
27,0,86.9,182,26.23,1,1,5,36,4,0,0,0,1,0,0,0,int_muscle_home_4x
41,0,88.5,179,27.62,1,1,3,41,3,1,0,0,0,0,0,0,int_muscle_gym_4x
31,0,70.5,165,25.9,1,1,3,52,4,0,0,0,1,0,0,0,int_muscle_home_4x
47,1,75.2,160,29.37,0,1,3,30,4,1,0,1,0,0,0,0,int_fat_loss_gym_4x
40,1,57.2,161,22.07,0,1,5,35,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
45,0,70.6,180,21.79,1,1,5,52,3,0,0,0,1,0,0,0,int_muscle_home_4x
54,0,79.4,174,26.23,2,0,4,30,2,0,1,0,1,0,0,0,beg_maintain_home_3x
18,1,46.7,162,17.79,1,2,5,58,4,0,1,0,0,0,0,0,int_muscle_home_4x
41,0,86.8,184,25.64,2,0,3,29,2,0,1,0,0,0,0,0,beg_maintain_home_3x
18,0,78.4,184,23.16,2,0,4,21,2,0,1,0,0,0,0,0,beg_maintain_home_3x
18,0,70.5,187,20.16,1,1,3,50,3,1,1,0,0,0,0,0,int_muscle_gym_4x
19,1,69.9,162,26.63,2,1,3,65,3,1,1,1,0,0,0,0,int_maintain_gym_4x
27,1,77.6,173,25.93,0,1,3,46,5,0,1,0,0,0,0,1,beg_injury_safe_home_3x
26,1,64.1,172,21.67,0,1,3,57,4,1,1,1,0,0,0,0,int_fat_loss_gym_4x
43,0,98.8,188,27.95,1,2,5,82,4,0,1,0,0,0,0,0,int_muscle_home_4x
43,1,46.3,163,17.43,0,0,3,55,2,1,1,1,0,0,0,1,beg_injury_safe_home_3x
20,1,45.0,165,16.53,1,2,4,46,4,1,0,1,0,0,0,0,adv_muscle_gym_5x
35,0,72.4,183,21.62,0,1,5,63,4,1,0,1,0,0,0,0,int_fat_loss_gym_5x
49,1,69.2,159,27.37,2,0,3,33,2,1,0,1,0,0,0,0,int_maintain_gym_3x
23,1,57.5,167,20.62,1,0,4,30,2,0,1,0,0,0,0,0,beg_muscle_home_3x
22,0,64.8,177,20.68,0,2,4,72,4,1,1,1,1,0,0,0,adv_fat_loss_gym_5x
25,1,50.0,171,17.1,1,1,5,46,4,0,1,0,0,0,0,0,int_muscle_home_4x
36,1,58.3,167,20.9,1,0,4,44,1,0,0,0,0,0,0,0,beg_muscle_home_3x
43,0,87.6,167,31.41,0,0,3,45,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
54,0,94.5,179,29.49,1,0,2,27,1,0,1,0,0,0,0,0,beg_muscle_home_3x
35,1,79.4,169,27.8,1,2,4,69,4,1,0,1,0,0,0,0,adv_muscle_gym_5x
18,1,69.5,157,28.2,1,1,3,38,3,1,0,0,1,0,0,0,int_muscle_gym_4x
49,1,46.2,162,17.6,1,0,3,48,5,1,1,0,0,0,0,0,beg_muscle_gym_3x
25,1,53.9,164,20.04,1,2,5,50,5,0,0,0,1,0,0,0,int_muscle_home_4x
42,0,78.2,194,20.78,0,1,5,64,2,0,1,0,0,1,0,0,beg_injury_safe_home_3x
22,0,71.0,197,18.29,0,0,4,36,3,0,1,0,0,0,0,0,beg_fat_loss_home_4x
34,1,55.7,162,21.22,2,0,3,36,2,0,1,0,0,0,0,0,beg_maintain_home_3x
37,0,67.7,186,19.57,2,1,3,45,3,0,1,0,1,0,0,0,int_maintain_gym_4x
36,1,80.1,157,32.5,0,2,4,66,5,0,1,0,0,0,0,0,adv_fat_loss_gym_5x
53,1,62.3,170,21.56,1,1,5,47,4,1,0,1,0,0,0,0,int_muscle_gym_5x
37,0,88.0,187,25.17,0,1,5,49,4,0,1,0,0,0,1,0,beg_injury_safe_home_3x
45,1,68.4,165,25.12,0,1,4,43,2,0,1,0,1,0,0,0,int_fat_loss_home_4x
40,0,93.5,190,25.9,2,0,2,33,3,1,0,1,0,0,1,0,beg_injury_safe_home_3x
23,0,93.3,179,29.12,0,1,3,39,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
44,1,61.3,174,20.25,1,0,4,55,3,0,0,0,1,0,0,0,beg_muscle_home_3x
18,1,65.7,163,24.73,1,1,4,36,3,0,0,0,1,0,0,0,int_muscle_home_4x
41,0,67.3,180,20.77,0,0,2,38,1,1,1,1,0,0,0,0,beg_fat_loss_gym_3x
55,0,92.5,181,28.23,0,1,4,48,3,0,0,0,1,0,0,0,int_fat_loss_home_4x
50,0,93.4,191,25.6,2,0,4,26,2,1,0,1,1,0,0,0,int_maintain_gym_3x
43,1,58.9,171,20.14,2,0,4,42,3,0,1,0,0,0,0,0,beg_maintain_home_3x
31,1,56.5,164,21.01,1,1,5,74,3,1,1,0,0,0,0,1,int_injury_safe_gym_3x
37,1,82.5,159,32.63,1,0,2,33,4,1,0,1,0,0,0,0,beg_muscle_gym_3x
39,1,61.7,166,22.39,1,0,3,38,2,0,0,0,1,0,0,0,beg_muscle_home_3x
43,0,66.2,182,19.99,1,0,2,40,3,1,0,1,0,0,0,0,beg_muscle_gym_3x
39,1,78.8,173,26.33,2,0,4,37,1,0,1,0,0,0,0,0,beg_maintain_home_3x
54,0,65.9,172,22.28,0,0,2,44,2,0,0,0,0,0,0,0,beg_fat_loss_home_3x
50,0,83.6,176,26.99,0,1,3,49,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
37,1,83.7,170,28.96,0,0,4,48,4,0,0,0,0,0,0,0,beg_fat_loss_home_4x
23,1,46.1,168,16.33,1,0,3,49,1,0,0,0,0,0,0,0,beg_muscle_home_3x
30,0,88.9,184,26.26,0,1,4,36,1,0,0,0,0,0,0,0,int_fat_loss_home_4x
28,0,99.9,180,30.83,0,0,2,31,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
52,0,69.7,170,24.12,0,0,3,34,2,1,0,1,0,1,1,0,beg_injury_safe_home_3x
55,0,50.0,180,15.43,1,0,2,35,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
30,0,91.4,193,24.54,0,1,3,32,5,1,0,0,1,0,1,0,int_injury_safe_gym_3x
50,1,58.5,172,19.77,1,0,2,44,3,1,0,1,0,0,0,0,beg_muscle_gym_3x
44,1,55.2,165,20.28,2,2,5,58,4,1,0,1,0,0,0,0,int_maintain_gym_4x
39,0,67.6,176,21.82,0,0,2,28,2,1,0,1,0,0,1,0,beg_injury_safe_home_3x
40,0,91.8,180,28.33,0,0,4,41,2,1,0,1,0,1,0,0,beg_injury_safe_home_3x
51,1,66.2,174,21.87,0,0,4,41,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
29,1,55.9,154,23.57,1,2,5,65,4,1,0,1,0,0,0,0,adv_strength_gym_5x
46,0,59.2,166,21.48,1,2,4,59,5,0,1,0,1,0,0,1,beg_injury_safe_home_3x
44,0,61.8,185,18.06,2,2,5,40,4,0,0,0,1,0,0,0,int_maintain_gym_4x
36,0,81.5,174,26.92,1,1,3,47,2,0,1,0,1,0,0,0,int_muscle_home_4x
46,0,86.5,177,27.61,0,0,2,39,1,0,1,0,1,0,0,0,beg_fat_loss_home_3x
55,1,74.1,160,28.95,0,0,3,41,1,1,1,1,0,0,0,0,beg_fat_loss_gym_3x
52,0,82.4,181,25.15,0,1,4,43,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
37,0,78.1,178,24.65,2,0,3,24,1,1,0,0,0,0,0,0,int_maintain_gym_3x
37,1,67.6,162,25.76,1,1,5,36,3,1,0,0,0,0,0,0,int_muscle_gym_4x
34,1,54.2,169,18.98,1,2,6,66,3,1,0,1,0,0,0,0,adv_strength_gym_5x
20,1,68.2,162,25.99,0,1,4,62,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
23,1,89.6,162,34.14,0,0,2,35,2,0,1,0,0,1,0,0,beg_injury_safe_home_3x
39,1,66.3,171,22.67,0,1,5,30,4,1,0,0,0,0,0,0,int_fat_loss_gym_4x
25,0,89.9,177,28.7,0,2,6,60,2,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
38,1,64.0,164,23.8,0,1,4,42,4,1,0,1,0,0,0,0,int_fat_loss_gym_4x
33,1,54.1,163,20.36,2,0,3,31,2,0,1,0,1,1,0,0,beg_injury_safe_home_3x
21,1,53.7,180,16.57,0,0,2,39,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
40,1,77.0,162,29.34,1,2,4,70,5,1,0,1,0,1,0,0,int_injury_safe_gym_3x
46,1,73.5,164,27.33,2,1,3,61,2,1,0,1,0,0,0,0,int_maintain_gym_4x
19,0,72.5,165,26.63,1,1,5,47,2,1,1,0,0,0,0,0,int_muscle_gym_5x
39,0,99.7,189,27.91,0,2,5,53,5,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
21,1,65.3,176,21.08,2,0,2,46,3,0,1,0,0,0,0,0,beg_maintain_home_2x
28,1,67.5,158,27.04,2,0,3,20,3,1,1,1,1,0,0,0,int_maintain_gym_3x
38,0,89.8,183,26.81,2,2,5,71,3,1,0,1,0,0,0,0,int_maintain_gym_4x
44,1,52.6,152,22.77,2,1,4,33,2,1,1,1,0,0,0,0,int_maintain_gym_4x
35,1,45.0,165,16.53,0,0,3,42,3,0,1,0,0,0,1,0,beg_injury_safe_home_3x
31,1,61.1,162,23.28,0,1,3,39,2,0,0,0,1,0,0,0,int_fat_loss_home_4x
27,1,45.0,171,15.39,2,1,5,48,3,1,0,1,0,0,0,0,int_maintain_gym_4x
32,1,59.2,164,22.01,0,1,3,51,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
29,1,80.6,161,31.09,2,1,4,44,3,0,1,0,0,0,1,0,beg_injury_safe_home_3x
26,1,70.1,159,27.73,0,2,5,66,5,1,1,1,1,0,0,0,adv_fat_loss_gym_5x
33,0,58.8,183,17.56,0,0,2,22,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
24,0,90.4,175,29.52,0,0,3,48,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
50,0,96.1,183,28.7,0,1,5,56,3,0,0,0,0,0,0,0,int_fat_loss_home_4x
33,1,90.1,164,33.5,2,1,4,66,3,1,0,1,1,0,0,1,int_injury_safe_gym_3x
28,0,51.6,186,14.92,1,0,2,45,2,0,1,0,0,0,0,0,beg_muscle_home_3x
20,1,46.4,160,18.12,1,0,4,34,2,0,0,0,1,0,0,0,beg_muscle_home_3x
40,0,91.1,172,30.79,0,0,4,45,2,1,0,1,1,0,0,0,beg_fat_loss_gym_4x
49,0,73.1,181,22.31,1,0,3,20,4,0,0,0,0,0,0,0,beg_muscle_home_3x
33,1,63.0,159,24.92,1,0,3,34,2,0,1,0,0,0,0,0,beg_muscle_home_3x
32,1,48.3,166,17.53,0,2,4,46,4,0,1,0,1,0,0,0,adv_fat_loss_gym_5x
50,0,92.3,180,28.49,1,1,3,64,5,1,0,1,0,0,0,0,int_muscle_gym_4x
29,0,100.4,167,36.0,0,1,3,68,2,1,0,1,0,0,0,0,int_fat_loss_gym_4x
23,0,97.4,183,29.08,0,1,4,50,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
19,1,64.1,163,24.13,1,1,5,62,3,0,1,0,0,0,0,0,int_muscle_home_4x
45,0,82.6,182,24.94,1,2,4,47,5,1,0,1,1,0,0,0,adv_muscle_gym_5x
28,1,59.4,159,23.5,2,1,5,61,2,0,0,0,0,0,0,1,beg_injury_safe_home_3x
18,0,96.5,180,29.78,0,0,4,28,1,0,0,0,0,0,0,0,beg_fat_loss_home_3x
45,1,69.2,169,24.23,2,1,4,71,3,1,0,1,0,0,0,0,int_maintain_gym_4x
45,1,61.8,161,23.84,0,2,5,62,5,1,0,0,1,0,0,0,adv_fat_loss_gym_5x
41,1,59.7,177,19.06,1,2,6,51,5,1,0,0,0,0,0,0,adv_strength_gym_5x
50,0,96.5,165,35.45,0,1,3,53,3,1,1,1,0,0,0,0,int_fat_loss_gym_4x
28,1,65.0,162,24.77,1,1,5,30,4,1,0,1,0,0,0,1,int_injury_safe_gym_3x
32,0,72.0,177,22.98,0,0,2,31,2,1,0,0,0,0,0,0,beg_fat_loss_gym_3x
19,0,71.4,175,23.31,0,1,4,49,3,1,0,1,0,0,0,0,int_fat_loss_gym_4x
26,1,56.5,162,21.53,1,1,4,34,1,1,0,1,1,0,0,0,int_muscle_gym_4x
52,0,76.2,172,25.76,0,0,2,42,2,0,0,0,1,0,0,0,beg_fat_loss_home_3x
22,1,53.0,165,19.47,0,2,4,41,5,1,1,0,0,0,0,0,adv_fat_loss_gym_5x
21,0,92.4,190,25.6,0,2,4,74,5,1,0,0,1,0,0,0,adv_fat_loss_gym_5x
28,0,78.4,169,27.45,2,0,4,36,2,0,1,0,1,0,0,0,beg_maintain_home_3x
31,0,87.0,185,25.42,0,1,4,31,4,1,0,1,0,0,0,0,int_fat_loss_gym_4x
33,0,105.8,187,30.26,2,0,3,29,1,1,1,0,0,0,0,1,beg_injury_safe_home_3x
26,0,84.8,176,27.38,2,1,3,72,4,0,1,0,1,0,0,0,int_maintain_gym_4x
20,1,61.6,172,20.82,0,1,3,48,2,1,0,1,1,0,0,0,int_fat_loss_gym_4x
19,1,50.9,158,20.39,0,0,4,39,3,0,1,0,0,0,0,0,beg_fat_loss_home_4x
44,1,80.2,170,27.75,0,0,4,35,1,0,0,0,1,0,0,0,beg_fat_loss_home_4x
25,1,67.7,167,24.27,2,0,4,27,3,0,1,0,0,0,1,0,beg_injury_safe_home_3x
33,1,54.4,161,20.99,0,0,4,32,1,0,1,0,1,0,0,0,beg_fat_loss_home_4x
54,1,84.3,166,30.59,0,0,3,47,4,1,0,0,0,0,0,0,beg_fat_loss_gym_3x
33,0,53.9,181,16.45,2,1,3,58,2,1,0,0,0,1,0,0,int_injury_safe_gym_3x
28,0,71.3,177,22.76,1,2,4,61,5,1,0,1,0,0,0,0,adv_muscle_gym_5x
19,1,76.2,160,29.77,2,0,2,38,2,1,1,1,1,0,0,0,int_maintain_gym_3x
28,0,86.7,173,28.97,0,1,4,44,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
54,0,88.5,171,30.27,0,0,3,28,2,0,0,0,0,0,0,0,beg_fat_loss_home_3x
33,1,57.5,169,20.13,1,0,4,29,1,0,0,0,1,0,0,0,beg_muscle_home_3x
35,1,64.9,162,24.73,0,1,5,44,2,0,0,0,0,0,0,0,int_fat_loss_home_4x
35,1,73.2,163,27.55,0,1,4,67,4,0,1,0,1,0,0,0,int_fat_loss_home_4x
47,0,62.3,181,19.02,0,0,3,38,1,1,0,1,0,0,0,0,beg_fat_loss_gym_3x
43,1,56.3,173,18.81,2,1,5,61,4,1,1,1,0,0,0,0,int_maintain_gym_4x
30,0,64.9,185,18.96,1,0,2,30,2,0,1,0,0,0,0,0,beg_muscle_home_3x
24,1,102.3,164,38.04,0,0,3,41,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
41,1,83.3,162,31.74,0,0,4,51,1,1,0,1,1,0,0,0,beg_fat_loss_gym_4x
47,1,56.3,169,19.71,2,0,3,31,1,0,1,0,0,0,0,0,beg_maintain_home_3x
35,0,93.1,183,27.8,1,0,2,48,2,0,0,0,1,0,0,0,beg_muscle_home_3x
30,0,73.9,179,23.06,0,1,4,66,2,0,0,0,0,0,0,0,int_fat_loss_home_4x
48,1,45.0,157,18.26,1,1,5,35,3,0,1,0,0,0,0,0,int_muscle_home_4x
37,1,66.2,168,23.46,0,1,4,56,4,0,1,0,0,0,0,0,int_fat_loss_home_4x
44,0,80.5,178,25.41,0,2,6,75,3,1,1,1,0,0,0,0,adv_fat_loss_gym_5x
42,1,57.6,162,21.95,0,2,4,66,3,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
38,0,89.1,171,30.47,0,1,5,52,3,0,1,0,1,0,0,0,int_fat_loss_home_4x
36,1,77.1,164,28.67,0,0,3,29,5,0,0,0,1,0,0,0,beg_fat_loss_home_3x
21,0,86.3,186,24.95,2,1,4,46,3,1,0,1,1,0,0,0,int_maintain_gym_4x
